Episode;Step;Action;Action type;Reward
71;11;9;Model;18
71;12;2;Model;15
71;13;2;Model;10
71;14;9;Model;19
71;15;9;Model;29
71;16;9;Model;33
71;17;3;Model;33
71;18;3;Model;34
71;19;3;Model;33
71;20;3;Model;27
71;21;3;Model;22
71;22;3;Model;18
71;23;6;Model;27
71;24;6;Model;28
71;25;3;Model;26
71;26;6;Model;28
71;27;6;Model;28
71;28;9;Model;28
71;29;6;Model;28
71;30;6;Model;24
71;31;6;Model;16
71;32;3;Model;22
71;33;7;Model;20
71;34;6;Model;17
71;35;6;Model;17
71;36;3;Model;20
71;37;6;Model;24
71;38;6;Model;27
71;39;6;Model;29
71;40;6;Model;28
71;41;6;Model;26
71;42;6;Model;23
71;43;2;Random;28
71;44;6;Model;25
71;45;6;Model;26
71;46;6;Model;29
71;47;6;Model;29
71;48;6;Model;23
71;49;6;Model;21
71;50;6;Model;19
71;51;2;Random;22
71;52;6;Model;19
71;53;6;Model;16
71;54;6;Model;17
71;55;6;Model;15
71;56;6;Model;18
71;57;6;Model;23
71;58;6;Model;27
71;59;6;Model;31
71;60;6;Model;32
71;61;6;Model;34
71;62;2;Random;33
71;63;6;Model;31
71;64;6;Model;22
71;65;6;Model;15
71;66;3;Model;18
71;67;6;Model;12
71;68;3;Model;16
71;69;6;Model;8
71;70;3;Model;11
71;71;6;Model;5
71;72;1;Random;8
71;73;3;Model;11
71;74;3;Model;15
71;75;6;Model;8
71;76;3;Model;12
71;77;6;Model;6
71;78;3;Model;9
71;79;1;Model;12
71;80;1;Model;15
71;81;1;Model;19
71;82;1;Model;20
71;83;6;Model;16
71;84;6;Model;8
71;85;3;Model;11
71;86;6;Model;5
71;87;3;Model;8
71;88;6;Model;3
71;89;3;Model;6
71;90;3;Model;9
71;91;3;Model;12
71;92;6;Model;11
71;93;6;Model;14
71;94;0;Model;14
71;95;3;Model;16
71;96;3;Model;17
71;97;3;Model;19
71;98;7;Model;17
71;99;2;Model;16
71;100;2;Model;15
71;101;2;Model;15
71;102;2;Model;14
71;103;5;Model;8
71;104;2;Model;6
71;105;6;Model;8
71;106;3;Model;6
71;107;3;Model;7
71;108;8;Model;6
71;109;8;Model;8
71;110;3;Model;6
71;111;3;Model;8
71;112;8;Model;3
71;113;3;Model;5
71;114;3;Model;7
71;115;3;Model;9
71;116;6;Model;10
71;117;3;Model;11
71;118;6;Model;10
71;119;3;Model;10
71;120;3;Model;11
71;121;6;Model;8
71;122;3;Model;9
71;123;6;Model;6
71;124;3;Model;7
72;1;5;Random;13
72;2;6;Model;19
72;3;6;Model;21
72;4;6;Model;19
72;5;6;Model;18
72;6;6;Model;16
72;7;6;Model;20
72;8;6;Model;20
72;9;6;Model;15
72;10;6;Model;14
72;11;6;Model;13
72;12;6;Model;14
72;13;6;Model;10
72;14;6;Model;7
72;15;6;Model;7
72;16;6;Model;10
72;17;6;Model;10
72;18;6;Model;16
72;19;6;Model;20
72;20;6;Model;18
72;21;5;Random;8
72;22;6;Model;6
72;23;5;Random;1
72;24;6;Model;1
72;25;6;Model;1
72;26;6;Model;0
72;27;6;Model;0
72;28;6;Model;0
72;29;6;Model;0
72;30;6;Model;0
72;31;0;Random;0
72;32;3;Model;0
72;33;3;Model;0
72;34;6;Model;0
72;35;3;Model;0
72;36;6;Model;0
72;37;3;Model;0
72;38;6;Model;0
72;39;3;Model;0
72;40;3;Model;0
72;41;2;Model;0
72;42;3;Model;0
72;43;3;Model;0
72;44;6;Model;1
72;45;3;Model;0
72;46;3;Model;0
72;47;3;Model;1
72;48;6;Model;0
72;49;1;Random;0
72;50;1;Model;0
72;51;4;Random;3
72;52;3;Model;6
72;53;6;Model;3
72;54;3;Model;6
72;55;6;Model;2
72;56;7;Model;2
72;57;6;Model;0
73;1;7;Random;27
73;2;1;Model;24
73;3;1;Model;19
73;4;1;Model;12
73;5;1;Model;7
73;6;3;Model;9
73;7;1;Model;6
73;8;4;Random;21
73;9;1;Model;20
73;10;1;Model;24
73;11;1;Model;25
73;12;1;Model;30
73;13;1;Model;38
73;14;1;Model;45
73;15;5;Random;29
73;16;1;Model;32
73;17;1;Model;33
73;18;1;Model;31
73;19;1;Model;29
73;20;1;Model;30
73;21;1;Model;29
73;22;1;Model;25
73;23;6;Model;26
73;24;1;Model;22
73;25;1;Model;22
73;26;6;Model;18
73;27;6;Model;21
73;28;6;Model;23
73;29;6;Model;20
73;30;6;Model;18
73;31;1;Random;20
73;32;6;Model;15
73;33;6;Model;10
73;34;6;Model;6
73;35;6;Model;8
73;36;6;Model;9
73;37;6;Model;12
73;38;6;Model;14
73;39;6;Model;17
73;40;6;Model;19
73;41;6;Model;21
73;42;6;Model;20
73;43;6;Model;18
73;44;9;Random;20
73;45;6;Model;18
73;46;6;Model;20
73;47;6;Model;26
73;48;6;Model;31
73;49;6;Model;31
73;50;6;Model;33
73;51;6;Model;30
73;52;6;Model;25
73;53;6;Model;21
73;54;6;Model;17
73;55;6;Model;20
73;56;6;Model;22
73;57;6;Model;19
73;58;6;Model;16
73;59;6;Model;10
73;60;2;Model;5
73;61;2;Model;1
74;1;2;Random;27
74;2;5;Model;17
74;3;5;Model;6
74;4;5;Model;1
74;5;5;Model;0
74;6;6;Model;0
75;1;6;Random;29
75;2;2;Model;32
75;3;6;Model;32
75;4;6;Model;35
75;5;6;Model;37
75;6;6;Model;36
75;7;6;Model;36
75;8;6;Model;30
75;9;0;Model;27
75;10;0;Model;23
75;11;6;Model;22
75;12;9;Random;23
75;13;6;Model;22
75;14;0;Model;19
75;15;6;Model;20
75;16;0;Model;14
75;17;6;Model;14
75;18;6;Model;16
75;19;6;Model;17
75;20;6;Model;17
75;21;6;Model;17
75;22;6;Model;22
75;23;6;Model;22
75;24;6;Model;27
75;25;6;Model;35
75;26;6;Model;29
75;27;6;Model;21
75;28;6;Model;19
75;29;6;Model;11
75;30;6;Model;5
75;31;6;Model;2
75;32;6;Model;9
75;33;6;Model;16
75;34;6;Model;14
75;35;6;Model;12
75;36;8;Model;10
75;37;6;Model;8
75;38;6;Model;4
76;1;2;Random;27
76;2;6;Model;32
76;3;4;Model;38
76;4;6;Model;46
76;5;6;Model;51
76;6;6;Model;54
76;7;6;Model;55
76;8;6;Model;51
76;9;6;Random;48
76;10;6;Model;42
76;11;6;Model;39
76;12;6;Model;33
76;13;6;Model;27
76;14;6;Model;27
76;15;6;Model;30
76;16;6;Model;32
76;17;6;Model;38
76;18;6;Model;41
76;19;6;Model;46
76;20;5;Model;32
76;21;1;Random;31
76;22;6;Model;36
76;23;6;Model;35
76;24;6;Model;33
76;25;6;Model;31
76;26;3;Random;31
76;27;6;Model;33
76;28;9;Random;31
76;29;6;Model;33
76;30;6;Model;29
76;31;1;Random;32
76;32;6;Model;26
76;33;6;Model;15
76;34;6;Model;6
76;35;6;Model;4
76;36;6;Model;2
76;37;6;Model;2
76;38;6;Model;4
76;39;6;Model;5
76;40;6;Model;4
77;1;0;Random;25
77;2;1;Model;23
77;3;2;Model;27
77;4;6;Model;32
77;5;6;Model;32
77;6;6;Model;35
77;7;6;Model;37
77;8;6;Model;36
77;9;6;Model;36
77;10;6;Model;30
77;11;6;Model;28
77;12;6;Model;26
77;13;6;Model;21
77;14;6;Model;18
77;15;6;Model;16
77;16;6;Model;14
77;17;6;Model;19
77;18;6;Model;20
77;19;6;Model;26
77;20;6;Model;32
77;21;6;Model;35
77;22;6;Model;35
77;23;6;Model;31
77;24;6;Model;33
77;25;6;Model;29
77;26;6;Model;19
77;27;6;Model;10
77;28;6;Model;5
77;29;6;Model;2
77;30;6;Model;2
77;31;6;Model;4
77;32;6;Model;6
77;33;6;Model;8
77;34;6;Model;4
78;1;7;Random;27
78;2;3;Model;29
78;3;3;Model;30
78;4;3;Model;30
78;5;3;Model;30
78;6;4;Model;42
78;7;3;Model;41
78;8;2;Model;42
78;9;3;Model;41
78;10;3;Model;42
78;11;3;Model;39
78;12;3;Model;35
78;13;3;Model;32
78;14;3;Model;30
78;15;3;Model;30
78;16;3;Model;33
78;17;6;Model;33
78;18;3;Model;37
78;19;9;Model;35
78;20;6;Model;37
78;21;6;Model;34
78;22;9;Model;37
78;23;6;Model;34
78;24;6;Model;34
78;25;9;Model;34
78;26;9;Model;37
78;27;6;Model;34
78;28;6;Model;34
78;29;3;Model;35
78;30;3;Model;39
78;31;6;Model;36
78;32;3;Model;42
78;33;6;Model;35
78;34;6;Model;36
78;35;3;Model;39
78;36;6;Model;33
78;37;3;Model;36
78;38;3;Model;39
78;39;6;Model;32
78;40;6;Model;28
78;41;3;Model;30
78;42;6;Model;25
78;43;3;Model;26
78;44;3;Model;27
78;45;6;Model;27
78;46;1;Model;26
78;47;6;Model;28
78;48;3;Model;27
78;49;6;Model;30
78;50;1;Model;28
78;51;1;Model;25
78;52;6;Model;31
78;53;1;Model;27
78;54;6;Model;33
78;55;1;Model;28
78;56;1;Model;31
78;57;3;Model;30
78;58;6;Model;28
78;59;5;Model;15
78;60;6;Model;17
78;61;1;Model;17
78;62;6;Model;23
78;63;1;Model;23
78;64;1;Model;22
78;65;1;Model;25
78;66;3;Model;20
78;67;0;Random;16
78;68;6;Model;23
78;69;6;Model;30
78;70;6;Model;34
78;71;6;Model;33
78;72;1;Model;33
78;73;6;Model;31
78;74;1;Model;33
78;75;6;Model;29
78;76;6;Model;24
78;77;1;Model;26
78;78;1;Model;30
78;79;6;Model;22
78;80;6;Model;14
78;81;6;Model;14
78;82;6;Model;15
78;83;6;Model;11
78;84;5;Random;6
78;85;6;Model;3
78;86;6;Model;0
78;87;6;Model;2
78;88;6;Model;4
78;89;6;Model;3
78;90;6;Model;3
78;91;6;Model;7
78;92;6;Model;9
78;93;6;Model;11
78;94;6;Model;10
78;95;6;Model;7
78;96;1;Model;12
78;97;1;Model;16
78;98;6;Model;12
78;99;6;Model;9
78;100;7;Model;6
78;101;9;Model;7
78;102;9;Model;10
78;103;2;Model;12
78;104;6;Model;8
78;105;6;Model;9
78;106;6;Model;13
78;107;6;Model;13
78;108;6;Model;9
78;109;6;Model;6
78;110;6;Model;3
79;1;7;Random;27
79;2;6;Model;25
79;3;6;Model;28
79;4;6;Model;28
79;5;4;Random;41
79;6;2;Model;47
79;7;6;Model;53
79;8;6;Model;51
79;9;6;Model;47
79;10;6;Model;46
79;11;6;Model;41
79;12;6;Model;34
79;13;4;Model;50
79;14;6;Model;40
79;15;8;Model;47
79;16;7;Random;40
79;17;6;Model;37
79;18;6;Model;37
79;19;2;Model;41
79;20;2;Model;48
79;21;6;Model;57
79;22;2;Model;61
79;23;6;Model;62
79;24;2;Model;65
79;25;0;Random;64
79;26;2;Model;64
79;27;2;Model;67
79;28;2;Model;72
79;29;2;Model;75
79;30;2;Model;76
79;31;2;Model;68
79;32;2;Model;59
79;33;2;Model;50
79;34;2;Model;41
79;35;2;Model;31
79;36;2;Model;26
79;37;2;Model;24
79;38;6;Model;17
79;39;9;Model;24
80;1;6;Random;29
80;2;7;Model;25
80;3;3;Model;28
80;4;3;Model;30
80;5;3;Model;32
80;6;3;Model;32
80;7;5;Random;19
80;8;7;Model;22
80;9;3;Model;20
80;10;8;Model;22
80;11;8;Model;17
80;12;4;Model;30
80;13;8;Model;27
80;14;6;Model;29
80;15;8;Model;24
80;16;8;Model;19
80;17;8;Model;16
80;18;8;Model;10
80;19;8;Model;4
80;20;0;Random;9
80;21;2;Model;9
80;22;2;Model;11
80;23;2;Model;12
80;24;7;Model;18
80;25;2;Model;18
80;26;6;Model;21
80;27;2;Model;18
80;28;2;Model;18
80;29;2;Model;16
80;30;2;Model;13
80;31;2;Model;9
80;32;6;Model;13
80;33;2;Model;13
80;34;2;Model;14
80;35;2;Model;16
80;36;6;Model;25
80;37;2;Model;30
80;38;2;Model;31
80;39;2;Model;30
80;40;2;Model;30
80;41;2;Model;30
80;42;2;Model;29
80;43;2;Model;27
80;44;6;Model;25
80;45;2;Model;28
80;46;2;Model;32
80;47;2;Model;29
80;48;2;Model;25
80;49;2;Model;21
80;50;2;Model;16
80;51;2;Model;12
81;1;1;Random;19
81;2;6;Model;27
81;3;6;Model;32
81;4;6;Model;32
81;5;6;Model;35
81;6;6;Model;37
81;7;6;Model;36
81;8;6;Model;36
81;9;6;Model;30
81;10;6;Model;28
81;11;6;Model;26
81;12;6;Model;21
81;13;6;Model;18
81;14;6;Model;16
81;15;6;Model;14
81;16;6;Model;19
81;17;6;Model;20
81;18;6;Model;26
81;19;6;Model;32
81;20;6;Model;35
81;21;6;Model;35
81;22;6;Model;31
81;23;6;Model;33
81;24;6;Model;29
81;25;6;Model;19
81;26;6;Model;10
81;27;6;Model;5
81;28;6;Model;2
81;29;6;Model;2
81;30;6;Model;4
81;31;6;Model;6
81;32;6;Model;8
81;33;6;Model;4
82;1;9;Random;19
82;2;6;Model;23
82;3;6;Model;29
82;4;6;Model;32
82;5;6;Model;34
82;6;6;Model;33
82;7;6;Model;33
82;8;6;Model;35
82;9;6;Model;32
82;10;6;Model;27
82;11;6;Model;24
82;12;6;Model;24
82;13;6;Model;20
82;14;6;Model;18
82;15;6;Model;16
82;16;6;Model;17
82;17;6;Model;16
82;18;6;Model;22
82;19;6;Model;28
82;20;6;Model;31
82;21;5;Random;20
82;22;6;Model;18
82;23;6;Model;20
82;24;6;Model;19
82;25;6;Model;15
82;26;6;Model;12
82;27;6;Model;8
82;28;6;Model;3
82;29;6;Model;0
82;30;6;Model;0
82;31;6;Model;2
82;32;6;Model;4
82;33;6;Model;5
82;34;6;Model;4
82;35;9;Model;5
83;1;8;Random;23
83;2;6;Model;29
83;3;6;Model;31
83;4;6;Model;32
83;5;6;Model;37
83;6;6;Model;38
83;7;6;Model;37
83;8;6;Model;33
83;9;6;Model;30
83;10;6;Model;29
83;11;6;Model;23
83;12;6;Model;18
83;13;6;Model;15
83;14;6;Model;13
83;15;6;Model;14
83;16;6;Model;23
83;17;6;Model;24
83;18;6;Model;31
83;19;6;Model;36
83;20;6;Model;35
83;21;6;Model;33
83;22;7;Model;32
83;23;7;Model;33
83;24;6;Model;35
83;25;7;Model;30
83;26;7;Model;28
83;27;7;Model;29
83;28;7;Model;30
83;29;6;Model;29
83;30;6;Model;23
83;31;7;Model;20
83;32;7;Model;18
83;33;7;Model;11
83;34;7;Model;9
83;35;7;Model;7
83;36;7;Model;5
83;37;7;Model;3
84;1;3;Random;24
84;2;7;Model;29
84;3;7;Model;32
84;4;7;Model;34
84;5;7;Model;31
84;6;7;Model;33
84;7;6;Model;29
84;8;7;Model;31
84;9;7;Model;25
84;10;7;Model;20
84;11;7;Model;15
84;12;7;Model;12
84;13;7;Model;13
84;14;7;Model;16
84;15;6;Model;17
84;16;7;Model;16
84;17;7;Model;15
84;18;7;Model;13
84;19;7;Model;12
84;20;7;Model;11
84;21;7;Model;10
84;22;7;Model;6
84;23;7;Model;4
84;24;3;Model;5
84;25;3;Model;9
84;26;3;Model;12
84;27;3;Model;13
84;28;3;Model;16
84;29;3;Model;22
84;30;3;Model;26
84;31;3;Model;29
84;32;3;Model;31
84;33;3;Model;33
84;34;3;Model;35
84;35;3;Model;32
84;36;6;Model;29
84;37;3;Model;27
84;38;3;Model;22
84;39;6;Model;24
84;40;6;Model;25
84;41;3;Model;24
84;42;3;Model;21
84;43;8;Random;24
84;44;3;Model;20
84;45;3;Model;15
84;46;3;Model;11
84;47;6;Model;17
85;1;8;Random;23
85;2;3;Model;19
85;3;3;Model;19
85;4;3;Model;21
85;5;3;Model;23
85;6;3;Model;24
85;7;6;Model;27
85;8;6;Model;29
85;9;6;Model;28
85;10;6;Model;26
85;11;6;Model;23
85;12;6;Model;22
85;13;6;Model;23
85;14;6;Model;25
85;15;9;Random;23
85;16;6;Model;25
85;17;6;Model;27
85;18;6;Model;25
85;19;6;Model;19
85;20;6;Model;17
85;21;6;Model;17
85;22;6;Model;14
85;23;6;Model;14
85;24;6;Model;16
85;25;6;Model;17
85;26;6;Model;17
85;27;6;Model;17
85;28;6;Model;22
85;29;6;Model;22
85;30;6;Model;27
85;31;6;Model;35
85;32;6;Model;29
85;33;6;Model;21
85;34;6;Model;19
85;35;6;Model;11
85;36;6;Model;5
85;37;6;Model;2
85;38;6;Model;9
85;39;6;Model;16
85;40;5;Model;8
85;41;2;Model;7
85;42;2;Model;6
85;43;5;Model;4
85;44;5;Model;1
85;45;5;Model;0
85;46;4;Model;1
86;1;0;Random;25
86;2;6;Model;28
86;3;6;Model;33
86;4;6;Model;31
86;5;6;Model;28
86;6;6;Model;31
86;7;6;Model;32
86;8;6;Model;28
86;9;6;Model;23
86;10;6;Model;22
86;11;3;Model;21
86;12;3;Model;19
86;13;3;Model;19
86;14;3;Model;19
86;15;3;Model;20
86;16;3;Model;20
86;17;3;Model;20
86;18;3;Model;22
86;19;6;Model;21
86;20;3;Model;23
86;21;6;Model;22
86;22;6;Model;16
86;23;6;Model;9
86;24;6;Model;5
86;25;6;Model;3
86;26;6;Model;4
86;27;6;Model;10
86;28;6;Model;11
86;29;6;Model;14
86;30;6;Model;15
86;31;6;Model;16
86;32;6;Model;19
86;33;6;Model;26
86;34;6;Model;28
86;35;6;Model;30
86;36;6;Model;29
86;37;6;Model;23
86;38;6;Model;19
86;39;6;Model;20
86;40;6;Model;17
86;41;3;Model;19
86;42;5;Random;13
86;43;3;Model;16
86;44;3;Model;13
86;45;3;Model;10
86;46;1;Model;9
86;47;6;Model;13
86;48;1;Model;12
86;49;6;Model;16
86;50;3;Model;13
86;51;6;Model;13
86;52;6;Model;9
86;53;3;Model;11
86;54;6;Model;7
86;55;6;Model;3
87;1;1;Random;19
87;2;6;Model;27
87;3;6;Model;32
87;4;6;Model;32
87;5;6;Model;35
87;6;6;Model;37
87;7;6;Model;36
87;8;6;Model;36
87;9;6;Model;30
87;10;6;Model;28
87;11;6;Model;26
87;12;6;Model;21
87;13;1;Random;23
87;14;6;Model;18
87;15;6;Model;15
87;16;6;Model;13
87;17;6;Model;14
87;18;6;Model;23
87;19;6;Model;24
87;20;6;Model;31
87;21;6;Model;36
87;22;6;Model;35
87;23;6;Model;33
87;24;6;Model;31
87;25;6;Model;32
87;26;6;Model;26
87;27;6;Model;15
87;28;6;Model;6
87;29;6;Model;4
87;30;6;Model;2
87;31;6;Model;2
87;32;6;Model;4
87;33;6;Model;5
87;34;6;Model;4
88;1;5;Random;13
88;2;6;Model;19
88;3;6;Model;21
88;4;6;Model;19
88;5;6;Model;18
88;6;6;Model;16
88;7;6;Model;20
88;8;6;Model;20
88;9;6;Model;15
88;10;6;Model;14
88;11;6;Model;13
88;12;6;Model;14
88;13;6;Model;10
88;14;6;Model;7
88;15;6;Model;7
88;16;6;Model;10
88;17;6;Model;10
88;18;7;Random;11
88;19;6;Model;14
88;20;6;Model;13
88;21;6;Model;13
88;22;6;Model;16
88;23;6;Model;20
88;24;6;Model;18
88;25;6;Model;12
88;26;6;Model;7
88;27;6;Model;2
88;28;6;Model;0
88;29;6;Model;1
88;30;6;Model;4
88;31;6;Model;7
88;32;6;Model;10
88;33;8;Model;5
88;34;6;Model;4
88;35;2;Random;1
89;1;5;Random;13
89;2;6;Model;19
89;3;6;Model;21
89;4;6;Model;19
89;5;6;Model;18
89;6;6;Model;16
89;7;6;Model;20
89;8;6;Model;20
89;9;6;Model;15
89;10;6;Model;14
89;11;6;Model;13
89;12;6;Model;14
89;13;6;Model;10
89;14;6;Model;7
89;15;6;Model;7
89;16;6;Model;10
89;17;6;Model;10
89;18;6;Model;16
89;19;6;Model;20
89;20;6;Model;18
89;21;6;Model;20
89;22;6;Model;19
89;23;6;Model;15
89;24;6;Model;12
89;25;6;Model;8
89;26;6;Model;3
89;27;6;Model;0
89;28;6;Model;0
89;29;6;Model;2
89;30;6;Model;4
89;31;6;Model;5
89;32;6;Model;4
89;33;6;Model;1
90;1;1;Random;19
90;2;6;Model;27
90;3;6;Model;32
90;4;6;Model;32
90;5;6;Model;35
90;6;6;Model;37
90;7;6;Model;36
90;8;6;Model;36
90;9;6;Model;30
90;10;6;Model;28
90;11;6;Model;26
90;12;6;Model;21
90;13;6;Model;18
90;14;6;Model;16
90;15;6;Model;14
90;16;6;Model;19
90;17;6;Model;20
90;18;6;Model;26
90;19;6;Model;32
90;20;6;Model;35
90;21;6;Model;35
90;22;6;Model;31
90;23;6;Model;33
90;24;6;Model;29
90;25;6;Model;19
90;26;6;Model;10
90;27;6;Model;5
90;28;6;Model;2
90;29;6;Model;2
90;30;6;Model;4
90;31;6;Model;6
90;32;6;Model;8
90;33;6;Model;4
91;1;1;Random;19
91;2;6;Model;27
91;3;6;Model;32
91;4;6;Model;32
91;5;6;Model;35
91;6;6;Model;37
91;7;6;Model;36
91;8;6;Model;36
91;9;6;Model;30
91;10;6;Model;28
91;11;6;Model;26
91;12;6;Model;21
91;13;6;Model;18
91;14;6;Model;16
91;15;6;Model;14
91;16;6;Model;19
91;17;6;Model;20
91;18;6;Model;26
91;19;6;Model;32
91;20;6;Model;35
91;21;6;Model;35
91;22;6;Model;31
91;23;6;Model;33
91;24;6;Model;29
91;25;6;Model;19
91;26;6;Model;10
91;27;6;Model;5
91;28;6;Model;2
91;29;6;Model;2
91;30;6;Model;4
91;31;6;Model;6
91;32;6;Model;8
91;33;6;Model;4
92;1;3;Random;24
92;2;6;Model;25
92;3;6;Model;28
92;4;6;Model;33
92;5;6;Model;31
92;6;6;Model;28
92;7;6;Model;31
92;8;6;Model;32
92;9;6;Model;28
92;10;6;Model;23
92;11;6;Model;22
92;12;6;Model;22
92;13;6;Model;19
92;14;6;Model;16
92;15;6;Model;17
92;16;6;Model;15
92;17;6;Model;18
92;18;6;Model;23
92;19;6;Model;27
92;20;6;Model;31
92;21;6;Model;32
92;22;6;Model;34
92;23;6;Model;33
92;24;6;Model;24
92;25;6;Model;18
92;26;6;Model;12
92;27;6;Model;5
92;28;6;Model;3
92;29;6;Model;4
92;30;6;Model;8
92;31;6;Model;12
92;32;6;Model;10
92;33;6;Model;8
92;34;6;Model;4
93;1;3;Random;24
93;2;6;Model;25
93;3;6;Model;28
93;4;6;Model;33
93;5;6;Model;31
93;6;6;Model;28
93;7;6;Model;31
93;8;6;Model;32
93;9;6;Model;28
93;10;6;Model;23
93;11;6;Model;22
93;12;6;Model;22
93;13;6;Model;19
93;14;6;Model;16
93;15;6;Model;17
93;16;6;Model;15
93;17;6;Model;18
93;18;6;Model;23
93;19;6;Model;27
93;20;6;Model;31
93;21;6;Model;32
93;22;6;Model;34
93;23;6;Model;33
93;24;6;Model;24
93;25;6;Model;18
93;26;6;Model;12
93;27;6;Model;5
93;28;6;Model;3
93;29;6;Model;4
93;30;6;Model;8
93;31;6;Model;12
93;32;6;Model;10
93;33;6;Model;8
93;34;6;Model;4
94;1;0;Random;25
94;2;6;Model;28
94;3;6;Model;33
94;4;6;Model;31
94;5;6;Model;28
94;6;6;Model;31
94;7;6;Model;32
94;8;6;Model;28
94;9;6;Model;23
94;10;6;Model;22
94;11;6;Model;22
94;12;6;Model;19
94;13;6;Model;16
94;14;6;Model;17
94;15;6;Model;15
94;16;6;Model;18
94;17;6;Model;23
94;18;6;Model;27
94;19;6;Model;31
94;20;6;Model;32
94;21;6;Model;34
94;22;6;Model;33
94;23;6;Model;24
94;24;6;Model;18
94;25;6;Model;12
94;26;6;Model;5
94;27;6;Model;3
94;28;6;Model;4
94;29;6;Model;8
94;30;6;Model;12
94;31;6;Model;10
94;32;6;Model;8
94;33;6;Model;4
95;1;4;Random;39
95;2;6;Model;39
95;3;6;Model;42
95;4;6;Model;47
95;5;6;Model;52
95;6;6;Model;56
95;7;6;Model;51
95;8;6;Model;48
95;9;6;Model;44
95;10;6;Model;40
95;11;6;Model;34
95;12;6;Model;28
95;13;6;Model;26
95;14;6;Model;28
95;15;6;Model;29
95;16;6;Model;35
95;17;6;Model;36
95;18;6;Model;40
95;19;6;Model;47
95;20;6;Model;48
95;21;6;Model;51
95;22;6;Model;49
95;23;6;Model;46
95;24;6;Model;38
95;25;6;Model;25
95;26;6;Model;15
95;27;6;Model;10
95;28;6;Model;7
95;29;6;Model;9
95;30;6;Model;14
95;31;6;Model;12
95;32;6;Random;10
95;33;6;Model;8
96;1;9;Random;19
96;2;6;Model;23
96;3;6;Model;29
96;4;6;Model;32
96;5;6;Model;34
96;6;6;Model;33
96;7;6;Model;33
96;8;6;Model;35
96;9;6;Model;32
96;10;8;Random;33
96;11;6;Model;30
96;12;6;Model;29
96;13;6;Model;23
96;14;6;Model;18
96;15;6;Model;15
96;16;6;Model;13
96;17;6;Model;14
96;18;6;Model;23
96;19;6;Model;24
96;20;6;Model;31
96;21;6;Model;36
96;22;6;Model;35
96;23;6;Model;33
96;24;6;Model;31
96;25;6;Model;32
96;26;6;Model;26
96;27;6;Model;15
96;28;6;Model;6
96;29;6;Model;4
96;30;6;Model;2
96;31;6;Model;2
96;32;6;Model;4
96;33;6;Model;5
96;34;6;Model;4
97;1;7;Random;27
97;2;6;Model;25
97;3;6;Model;28
97;4;6;Model;28
97;5;6;Model;25
97;6;6;Model;26
97;7;6;Model;29
97;8;6;Model;29
97;9;6;Model;23
97;10;6;Model;21
97;11;6;Model;19
97;12;6;Model;20
97;13;6;Model;15
97;14;6;Model;16
97;15;6;Model;16
97;16;6;Model;17
97;17;6;Model;18
97;18;6;Random;22
97;19;6;Model;27
97;20;6;Model;27
97;21;6;Model;33
97;22;6;Model;35
97;23;6;Model;26
97;24;6;Model;20
97;25;6;Model;16
97;26;6;Model;8
97;27;6;Model;3
97;28;6;Model;4
97;29;6;Model;9
97;30;6;Model;14
97;31;6;Model;12
97;32;6;Model;10
97;33;6;Model;8
97;34;6;Model;3
98;1;2;Random;27
98;2;6;Model;32
98;3;6;Model;32
98;4;6;Model;35
98;5;6;Model;37
98;6;6;Model;36
98;7;6;Model;36
98;8;6;Model;30
98;9;6;Model;28
98;10;6;Model;26
98;11;6;Model;21
98;12;6;Model;18
98;13;6;Model;16
98;14;6;Model;14
98;15;6;Model;19
98;16;6;Model;20
98;17;6;Model;26
98;18;6;Model;32
98;19;6;Model;35
98;20;6;Model;35
98;21;6;Model;31
98;22;6;Model;33
98;23;6;Model;29
98;24;6;Model;19
98;25;6;Model;10
98;26;6;Model;5
98;27;6;Model;2
98;28;6;Model;2
98;29;6;Model;4
98;30;6;Model;6
98;31;6;Model;8
98;32;6;Model;4
99;1;8;Random;23
99;2;6;Model;29
99;3;6;Model;31
99;4;6;Model;32
99;5;6;Model;37
99;6;6;Model;38
99;7;6;Model;37
99;8;6;Model;33
99;9;6;Model;30
99;10;6;Model;29
99;11;6;Model;23
99;12;6;Model;18
99;13;6;Model;15
99;14;6;Model;13
99;15;6;Model;14
99;16;6;Model;23
99;17;6;Model;24
99;18;6;Model;31
99;19;6;Model;36
99;20;6;Model;35
99;21;6;Model;33
99;22;6;Model;31
99;23;6;Model;32
99;24;6;Model;26
99;25;6;Model;15
99;26;6;Model;6
99;27;5;Random;4
99;28;4;Random;6
99;29;6;Model;4
99;30;6;Model;2
99;31;1;Random;4
99;32;6;Model;1
99;33;6;Model;2
99;34;6;Model;4
99;35;6;Model;2
100;1;0;Random;25
100;2;6;Model;28
100;3;6;Model;33
100;4;6;Model;31
100;5;6;Model;28
100;6;6;Model;31
100;7;6;Model;32
100;8;6;Model;28
100;9;6;Model;23
100;10;6;Model;22
100;11;6;Model;22
100;12;6;Model;19
100;13;6;Model;16
100;14;6;Model;17
100;15;6;Model;15
100;16;6;Model;18
100;17;6;Model;23
100;18;6;Model;27
100;19;6;Model;31
100;20;6;Model;32
100;21;6;Model;34
100;22;6;Model;33
100;23;6;Model;24
100;24;6;Model;18
100;25;6;Model;12
100;26;6;Model;5
100;27;6;Model;3
100;28;6;Model;4
100;29;6;Model;8
100;30;6;Model;12
100;31;6;Model;10
